Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
387,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,113.552,2,0.2,8.5164
388,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002827,Office Supplies,Binders,3.318,2,0.7,-2.6544
389,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002230,Office Supplies,Envelopes,134.288,2,0.2,45.3222
390,US-2016-156097,9/19/2016,9/19/2016,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10004654,Office Supplies,Binders,2.308,2,0.8,-3.462
391,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,999.432,7,0.2,124.929
392,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,724.08,14,0.2,-135.765
393,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-BI-10003981,Office Supplies,Binders,2.724,3,0.8,-4.2222
394,CA-2016-123666,3/26/2016,3/30/2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001522,Office Supplies,Storage,459.95,5,0,18.398
395,CA-2016-143308,11/4/2016,11/4/2016,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214,South,OFF-FA-10000621,Office Supplies,Fasteners,10.74,3,0,5.2626
396,CA-2017-132682,6/8/2017,6/10/2017,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,23.76,3,0.2,2.079
397,CA-2017-132682,6/8/2017,6/10/2017,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-PA-10000474,Office Supplies,Paper,85.056,3,0.2,28.7064
398,US-2017-106663,6/9/2017,6/13/2017,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10002377,Office Supplies,Paper,36.352,8,0.2,11.36
399,CA-2017-111178,6/15/2017,6/22/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,19.56,5,0.2,1.7115
400,CA-2017-130351,12/5/2017,12/8/2017,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,61.44,3,0,16.5888
401,CA-2017-130351,12/5/2017,12/8/2017,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10002137,Office Supplies,Paper,38.9,5,0,17.505
402,US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,2.688,3,0.8,-7.392
403,US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,Binders,182.994,3,0.8,-320.2395
404,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,14.352,3,0.2,4.6644
405,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,Storage,64.96,2,0,2.5984
406,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004507,Office Supplies,Storage,68.6,4,0,18.522
407,US-2017-168116,11/4/2017,11/4/2017,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,Appliances,167.44,2,0.2,14.651
408,CA-2014-157784,7/5/2014,7/8/2014,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,14.62,2,0,6.8714
409,CA-2014-157784,7/5/2014,7/8/2014,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,19.44,3,0,9.3312
410,US-2014-117135,6/21/2014,6/23/2014,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,Storage,36.84,3,0,10.3152
411,CA-2015-131534,3/28/2015,4/2/2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,33.4,5,0,16.032
412,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,198.272,8,0.2,17.3488
413,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10002312,Office Supplies,Labels,47.36,4,0.2,17.76
414,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,0.2,62.8075
415,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10003510,Office Supplies,Labels,97.696,4,0.2,31.7512
416,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10001118,Office Supplies,Art,2.696,1,0.2,0.8088
417,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001575,Office Supplies,Binders,18.588,2,0.7,-13.6312
418,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001982,Office Supplies,Binders,4.896,3,0.7,-3.4272
419,CA-2014-138527,9/12/2014,9/17/2014,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,10.368,2,0.2,3.6288
420,CA-2014-138527,9/12/2014,9/17/2014,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,166.84,5,0.2,18.7695
421,CA-2014-112158,12/2/2014,12/4/2014,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000050,Office Supplies,Binders,46.72,8,0.2,15.768
422,CA-2014-113887,4/5/2014,4/7/2014,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,55.48,1,0,26.6304
423,CA-2017-146136,9/3/2017,9/7/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,OFF-EN-10001219,Office Supplies,Envelopes,24.448,4,0.2,8.8624
424,US-2017-100048,5/19/2017,5/24/2017,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,281.34,6,0,109.7226
425,CA-2014-153150,7/1/2014,7/6/2014,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,19.92,5,0.2,6.972
426,CA-2014-104472,6/2/2014,6/7/2014,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,59.808,3,0.2,19.4376
427,CA-2016-112942,2/13/2016,2/18/2016,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,146.82,3,0,73.41
428,CA-2016-142335,12/15/2016,12/19/2016,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,OFF-ST-10000036,Office Supplies,Storage,296.37,3,0,80.0199
429,CA-2016-114713,7/7/2016,7/12/2016,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012,South,OFF-SU-10004664,Office Supplies,Supplies,45.584,7,0.2,5.1282
430,CA-2017-144113,9/16/2017,9/20/2017,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,OFF-EN-10001141,Office Supplies,Envelopes,17.568,2,0.2,6.3684
431,US-2016-150861,12/3/2016,12/6/2016,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-PA-10001954,Office Supplies,Paper,182.72,8,0,84.0512
432,US-2016-150861,12/3/2016,12/6/2016,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-ST-10004634,Office Supplies,Storage,33.63,3,0,10.089
433,US-2016-150861,12/3/2016,12/6/2016,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-LA-10001317,Office Supplies,Labels,6.3,2,0,3.024
434,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,242.94,3,0,9.7176
435,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,99.696,6,0.2,33.6474
436,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,27.936,4,0.2,9.4284
437,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,18.72,5,0.2,6.552
438,CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,11.784,3,0.2,4.2717
439,CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,Storage,272.736,3,0.2,-64.7748
440,CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-BI-10004094,Office Supplies,Binders,3.54,2,0.8,-5.487
441,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,Office Supplies,Supplies,51.52,5,0.2,-10.948
442,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10002615,Office Supplies,Paper,3.528,1,0.2,1.1466
443,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10004971,Office Supplies,Paper,4.624,1,0.2,1.6762
444,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004261,Office Supplies,Supplies,55.168,4,0.2,6.2064
445,CA-2014-124429,5/27/2014,5/27/2014,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,OFF-ST-10001809,Office Supplies,Storage,359.32,4,0,7.1864
446,CA-2017-126074,10/2/2017,10/6/2017,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10003638,Office Supplies,Binders,58.05,3,0,26.703
447,CA-2017-126074,10/2/2017,10/6/2017,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-AR-10003478,Office Supplies,Art,56.98,7,0,22.792
448,CA-2017-126074,10/2/2017,10/6/2017,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10000546,Office Supplies,Binders,2.88,1,0,1.4112
449,CA-2014-106803,12/29/2014,1/2/2015,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,OFF-ST-10002444,Office Supplies,Storage,24.56,2,0,6.8768
450,CA-2017-117240,7/23/2017,7/28/2017,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000848,Office Supplies,Binders,13.128,3,0.2,4.2666
451,CA-2017-133333,9/18/2017,9/22/2017,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302,Central,OFF-PA-10002377,Office Supplies,Paper,22.72,4,0,10.224
452,CA-2015-112319,8/31/2015,9/5/2015,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003441,Office Supplies,Paper,58.32,9,0,27.9936
453,CA-2017-126046,11/3/2017,11/7/2017,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Atlanta,Georgia,30318,South,OFF-LA-10004484,Office Supplies,Labels,12.39,3,0,5.6994
454,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,Envelopes,11.36,2,0,5.3392
455,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,50.94,3,0,25.47
456,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,Office Supplies,Binders,5.64,3,0,2.7072
457,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,Storage,572.58,6,0,34.3548
458,CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10001036,Office Supplies,Binders,18.28,2,0,9.14
459,CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10000301,Office Supplies,Binders,32.35,5,0,16.175
460,CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10003910,Office Supplies,Binders,7.71,1,0,3.4695
461,CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-AR-10004648,Office Supplies,Art,40.3,2,0,10.881
462,CA-2014-165974,6/29/2014,7/6/2014,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10003405,Office Supplies,Art,32.76,7,0.2,3.6855
463,CA-2015-144267,8/21/2015,8/23/2015,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10000157,Office Supplies,Paper,59.94,3,0,28.1718
464,CA-2015-144267,8/21/2015,8/23/2015,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10001947,Office Supplies,Paper,23.92,4,0,11.7208
465,CA-2015-144267,8/21/2015,8/23/2015,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10003657,Office Supplies,Paper,4.28,1,0,1.926
466,US-2015-157014,10/3/2015,10/6/2015,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001098,Office Supplies,Binders,32.07,5,0.7,-22.449
467,CA-2015-154921,5/23/2015,5/28/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbia,South Carolina,29203,South,OFF-EN-10000056,Office Supplies,Envelopes,186.69,3,0,87.7443
468,CA-2017-129567,3/17/2017,3/21/2017,Second Class,CL-12565,Clay Ludtke,Consumer,United States,Lancaster,California,93534,West,OFF-BI-10000014,Office Supplies,Binders,17.456,2,0.2,5.8914
469,CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001543,Office Supplies,Binders,143.96,4,0,69.1008
470,CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001321,Office Supplies,Storage,15.42,1,0,4.1634
471,CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001132,Office Supplies,Binders,43.04,8,0,21.0896
472,CA-2014-156433,9/20/2014,9/26/2014,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10001569,Office Supplies,Labels,9.96,2,0,4.5816
473,CA-2014-156433,9/20/2014,9/26/2014,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003724,Office Supplies,Paper,21.72,4,0,10.6428
474,CA-2017-151428,9/21/2017,9/26/2017,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10000546,Office Supplies,Binders,20.16,7,0,9.8784
475,CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10000176,Office Supplies,Paper,132.79,7,0,63.7392
476,CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002365,Office Supplies,Paper,12.96,2,0,6.2208
477,CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-LA-10002271,Office Supplies,Labels,21.56,7,0,10.3488
478,CA-2016-136133,8/18/2016,8/23/2016,Second Class,HW-14935,Helen Wasserman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10000576,Office Supplies,Appliances,355.32,9,0,99.4896
479,CA-2016-115504,3/12/2016,3/17/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203,South,OFF-PA-10003953,Office Supplies,Paper,12.96,2,0,6.2208
480,CA-2014-134313,11/1/2014,11/7/2014,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001897,Office Supplies,Art,43.176,3,0.2,4.3176
481,CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,OFF-AR-10003190,Office Supplies,Art,11.52,4,0,3.2256
482,CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,OFF-AP-10000240,Office Supplies,Appliances,213.92,4,0,62.0368
483,CA-2015-106565,3/20/2015,3/23/2015,First Class,BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000061,Office Supplies,Paper,51.84,8,0,24.8832
484,CA-2016-149370,9/15/2016,9/19/2016,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003651,Office Supplies,Paper,5.344,1,0.2,1.8704
485,CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000304,Office Supplies,Paper,41.472,8,0.2,14.5152
486,CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003094,Office Supplies,Binders,3.168,3,0.7,-2.4288
487,CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004230,Office Supplies,Binders,31.086,3,0.7,-22.7964
488,CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003395,Office Supplies,Paper,335.52,4,0.2,117.432
489,CA-2017-101434,6/20/2017,6/27/2017,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,OFF-LA-10003223,Office Supplies,Labels,9.82,2,0,4.8118
490,CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-FA-10002280,Office Supplies,Fasteners,35,7,0,16.8
491,CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-SU-10000381,Office Supplies,Supplies,37.24,4,0,10.7996
492,CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-EN-10004459,Office Supplies,Envelopes,15.28,2,0,7.4872
493,CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,OFF-AP-10003884,Office Supplies,Appliances,180.66,3,0,50.5848
494,CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10002956,Office Supplies,Art,35.216,2,0.2,2.6412
495,CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,OFF-AP-10003266,Office Supplies,Appliances,23.696,2,0.2,6.5164
496,US-2014-115987,9/8/2014,9/13/2014,Second Class,LH-17020,Lisa Hazard,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10001071,Office Supplies,Binders,51.184,4,0.8,-79.3352
497,US-2017-156083,11/4/2017,11/11/2017,Standard Class,JL-15175,James Lanier,Home Office,United States,Columbia,Tennessee,38401,South,OFF-PA-10001560,Office Supplies,Paper,9.664,2,0.2,3.2616
498,CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,OFF-AR-10004648,Office Supplies,Art,60.45,3,0,16.3215
499,CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,OFF-AR-10002578,Office Supplies,Art,11.52,4,0,3.3408
500,CA-2016-161669,11/7/2016,11/9/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,Binders,37.44,4,0.2,11.7
501,CA-2016-161669,11/7/2016,11/9/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001636,Office Supplies,Binders,26.976,4,0.2,8.7672
502,CA-2016-161669,11/7/2016,11/9/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-SU-10002503,Office Supplies,Supplies,11.36,2,0,3.2944
503,CA-2016-161669,11/7/2016,11/9/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10004093,Office Supplies,Labels,14.62,2,0,6.8714
504,CA-2016-152534,6/20/2016,6/25/2016,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905,West,OFF-AR-10002335,Office Supplies,Art,5.16,2,0,1.3416
505,CA-2016-152534,6/20/2016,6/25/2016,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905,West,OFF-PA-10001870,Office Supplies,Paper,38.88,6,0,18.6624
506,CA-2016-113747,5/28/2016,6/4/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,39212,South,OFF-AR-10003373,Office Supplies,Art,185.88,6,0,50.1876
507,CA-2016-123274,2/19/2016,2/24/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,Storage,242.94,3,0,9.7176
508,CA-2014-125612,8/3/2014,8/8/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,39.96,2,0,18.7812
509,CA-2014-125612,8/3/2014,8/8/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,Supplies,102.3,10,0,26.598
510,CA-2014-125612,8/3/2014,8/8/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,Storage,21.36,2,0,5.7672
511,CA-2017-161984,4/10/2017,4/15/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,Paper,7.61,1,0,3.5767
512,CA-2017-161984,4/10/2017,4/15/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-FA-10000624,Office Supplies,Fasteners,7.16,2,0,3.58
513,CA-2014-133851,6/9/2014,6/16/2014,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,7.36,2,0,0.1472
514,CA-2014-133851,6/9/2014,6/16/2014,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,Art,23.1,2,0,10.626
515,CA-2016-134474,1/5/2016,1/7/2016,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,5.248,2,0.2,0.5904
516,CA-2014-149020,1/10/2014,1/15/2014,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,2.89,1,0,1.3583
517,CA-2016-134362,9/29/2016,10/2/2016,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,Labels,15.936,4,0.2,5.1792
518,CA-2014-136742,4/6/2014,4/10/2014,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,44.91,6,0.7,-35.928
519,CA-2016-158099,9/3/2016,9/5/2016,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,1141.47,5,0.7,-760.98
