"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"623","CA-2017-134915","11/12/2017","11/12/2017","Same Day","EM-14140","Eugene Moren","Home Office","United States","Glendale","Arizona","85301","West","FUR-FU-10000305","Furniture","4","113.568","2","0.2","-5.6784"
"624","CA-2017-123638","6/27/2017","7/4/2017","Standard Class","MA-17995","Michelle Arnett","Home Office","United States","Watertown","New York","13601","East","FUR-CH-10002647","Furniture","2","191.646","3","0.1","31.941"
"625","CA-2017-137428","12/16/2017","12/21/2017","Second Class","AY-10555","Andy Yotov","Corporate","United States","Oceanside","California","92054","West","FUR-CH-10002774","Furniture","2","81.568","2","0.2","9.1764"
"626","CA-2017-137428","12/16/2017","12/21/2017","Second Class","AY-10555","Andy Yotov","Corporate","United States","Oceanside","California","92054","West","FUR-CH-10003817","Furniture","2","97.184","2","0.2","6.074"
"627","CA-2017-137428","12/16/2017","12/21/2017","Second Class","AY-10555","Andy Yotov","Corporate","United States","Oceanside","California","92054","West","FUR-FU-10002445","Furniture","4","18.96","2","0","7.584"
"628","CA-2014-162866","12/27/2014","12/31/2014","Standard Class","Co-12640","Corey-Lock","Consumer","United States","Skokie","Illinois","60076","Central","FUR-FU-10001473","Furniture","4","32.952","6","0.6","-19.7712"
"629","CA-2017-167941","11/6/2017","11/9/2017","Second Class","JF-15565","Jill Fjeld","Consumer","United States","Fayetteville","North Carolina","28314","South","FUR-FU-10004671","Furniture","4","28.272","2","0.2","6.3612"
"630","CA-2015-137512","5/7/2015","5/12/2015","Standard Class","AG-10675","Anna Gayman","Consumer","United States","Allen","Texas","75002","Central","FUR-TA-10001095","Furniture","3","244.006","2","0.3","-31.3722"
"631","CA-2017-139773","12/4/2017","12/4/2017","Same Day","DV-13045","Darrin Van Huff","Corporate","United States","Philadelphia","Pennsylvania","19143","East","FUR-CH-10001797","Furniture","2","188.552","7","0.3","-2.6936"
"632","CA-2014-109232","1/13/2014","1/16/2014","Second Class","ND-18370","Natalie DeCherney","Consumer","United States","Mount Pleasant","South Carolina","29464","South","FUR-CH-10000422","Furniture","2","545.94","6","0","87.3504"
"633","CA-2015-139850","6/12/2015","6/17/2015","Standard Class","GB-14575","Giulietta Baptist","Consumer","United States","Philadelphia","Pennsylvania","19134","East","FUR-FU-10003623","Furniture","4","43.296","2","0.2","4.3296"
"634","CA-2014-131310","7/12/2014","7/18/2014","Standard Class","CL-12565","Clay Ludtke","Consumer","United States","Seattle","Washington","98115","West","FUR-CH-10001797","Furniture","2","123.136","4","0.2","13.8528"
"635","US-2014-112872","12/6/2014","12/11/2014","Second Class","RC-19960","Ryan Crowe","Consumer","United States","Springfield","Oregon","97477","West","FUR-TA-10003238","Furniture","3","275.49","1","0.5","-170.8038"
"636","CA-2016-139269","5/25/2016","5/30/2016","Standard Class","JB-16045","Julia Barnett","Home Office","United States","Columbus","Georgia","31907","South","FUR-FU-10000755","Furniture","4","24.96","4","0","6.24"
"637","CA-2014-138317","6/21/2014","6/25/2014","Standard Class","NW-18400","Natalie Webber","Consumer","United States","Philadelphia","Pennsylvania","19120","East","FUR-FU-10000550","Furniture","4","3.984","1","0.2","0.6474"
"638","CA-2016-124772","12/5/2016","12/6/2016","First Class","JG-15160","James Galang","Consumer","United States","Murray","Kentucky","42071","South","FUR-FU-10004748","Furniture","4","191.82","3","0","74.8098"
"639","US-2015-138919","9/17/2015","9/21/2015","Standard Class","LS-16975","Lindsay Shagiari","Home Office","United States","New York City","New York","10035","East","FUR-TA-10004154","Furniture","3","344.22","2","0.4","-103.266"
"640","US-2016-160528","8/23/2016","8/30/2016","Standard Class","MH-18115","Mick Hernandez","Home Office","United States","Pharr","Texas","78577","Central","FUR-FU-10004973","Furniture","4","22.608","3","0.6","-10.1736"
"641","CA-2015-123568","11/8/2015","11/14/2015","Standard Class","SC-20095","Sanjit Chand","Consumer","United States","West Jordan","Utah","84084","West","FUR-FU-10004090","Furniture","4","66.69","3","0","22.0077"
"642","CA-2017-124674","11/17/2017","11/23/2017","Standard Class","JB-16000","Joy Bell-","Consumer","United States","Brownsville","Texas","78521","Central","FUR-BO-10002202","Furniture","1","327.7328","2","0.32","-14.4588"
"643","CA-2017-169054","4/22/2017","4/26/2017","Standard Class","MO-17800","Meg O'Connel","Home Office","United States","Philadelphia","Pennsylvania","19140","East","FUR-FU-10001488","Furniture","4","254.352","3","0.2","0"
"644","CA-2017-116855","12/17/2017","12/21/2017","Standard Class","AI-10855","Arianne Irving","Consumer","United States","Chesapeake","Virginia","23320","South","FUR-CH-10003846","Furniture","2","504.9","5","0","80.784"
"645","CA-2015-168480","9/21/2015","9/27/2015","Standard Class","DM-12955","Dario Medina","Corporate","United States","Lincoln Park","Michigan","48146","Central","FUR-BO-10000468","Furniture","1","194.32","4","0","31.0912"
"646","US-2016-114293","11/21/2016","11/26/2016","Standard Class","JH-16180","Justin Hirsh","Consumer","United States","Gresham","Oregon","97030","West","FUR-CH-10003833","Furniture","2","195.136","4","0.2","-12.196"
"647","US-2015-123960","6/11/2015","6/16/2015","Standard Class","BD-11605","Brian Dahlen","Consumer","United States","Monroe","Louisiana","71203","South","FUR-FU-10004666","Furniture","4","29.16","2","0","10.7892"
"648","CA-2017-101749","10/3/2017","10/8/2017","Standard Class","AS-10045","Aaron Smayling","Corporate","United States","Pasadena","California","91104","West","FUR-TA-10001520","Furniture","3","171.288","3","0.2","-6.4233"
"649","US-2016-147991","5/5/2016","5/9/2016","Standard Class","ZD-21925","Zuschuss Donatelli","Consumer","United States","Chattanooga","Tennessee","37421","South","FUR-FU-10004270","Furniture","4","16.72","5","0.2","3.344"
"650","CA-2017-149559","9/11/2017","9/12/2017","Same Day","KF-16285","Karen Ferguson","Home Office","United States","Long Beach","California","90805","West","FUR-CH-10002320","Furniture","2","2054.272","8","0.2","256.784"
"651","CA-2017-121419","4/2/2017","4/4/2017","First Class","TC-21475","Tony Chapman","Home Office","United States","Columbus","Georgia","31907","South","FUR-TA-10004534","Furniture","3","411.8","2","0","70.006"
"652","US-2017-148054","10/6/2017","10/11/2017","Standard Class","NZ-18565","Nick Zandusky","Home Office","United States","Meridian","Idaho","83642","West","FUR-FU-10003247","Furniture","4","41.96","2","0","2.9372"
"653","CA-2017-131492","10/19/2017","10/24/2017","Second Class","HH-15010","Hilary Holden","Corporate","United States","San Francisco","California","94110","West","FUR-FU-10003878","Furniture","4","30.56","2","0","10.3904"
"654","CA-2017-131492","10/19/2017","10/24/2017","Second Class","HH-15010","Hilary Holden","Corporate","United States","San Francisco","California","94110","West","FUR-TA-10003837","Furniture","3","24.368","2","0.2","-3.3506"
"655","CA-2014-119375","11/17/2014","11/22/2014","Standard Class","YC-21895","Yoseph Carroll","Corporate","United States","Newark","Delaware","19711","East","FUR-FU-10002379","Furniture","4","124.41","3","0","14.9292"
"656","CA-2015-126137","10/3/2015","10/8/2015","Standard Class","BS-11755","Bruce Stewart","Consumer","United States","Los Angeles","California","90032","West","FUR-BO-10004409","Furniture","1","120.666","2","0.15","18.4548"
"657","CA-2014-143903","7/20/2014","7/24/2014","Standard Class","KM-16375","Katherine Murray","Home Office","United States","Dallas","Texas","75217","Central","FUR-FU-10003724","Furniture","4","16.74","5","0.6","-14.229"
"658","CA-2014-143903","7/20/2014","7/24/2014","Standard Class","KM-16375","Katherine Murray","Home Office","United States","Dallas","Texas","75217","Central","FUR-CH-10002024","Furniture","2","981.372","2","0.3","-140.196"
"659","CA-2017-118773","2/9/2017","2/14/2017","Standard Class","TP-21415","Tom Prescott","Consumer","United States","Houston","Texas","77070","Central","FUR-FU-10000550","Furniture","4","3.984","2","0.6","-2.6892"
"660","US-2017-159205","3/31/2017","4/2/2017","Second Class","DB-12910","Daniel Byrd","Home Office","United States","Henderson","Kentucky","42420","South","FUR-FU-10001591","Furniture","4","61","5","0","25.62"
"661","CA-2017-135692","4/27/2017","5/1/2017","Standard Class","CV-12805","Cynthia Voltz","Corporate","United States","Fort Worth","Texas","76106","Central","FUR-BO-10002268","Furniture","1","220.2656","4","0.32","-42.1096"
"662","CA-2017-131233","4/14/2017","4/19/2017","Standard Class","CS-12355","Christine Sundaresam","Consumer","United States","New York City","New York","10024","East","FUR-BO-10003441","Furniture","1","242.352","3","0.2","9.0882"
"663","CA-2017-119578","12/22/2017","12/27/2017","Second Class","JG-15310","Jason Gross","Corporate","United States","Providence","Rhode Island","2908","East","FUR-BO-10003660","Furniture","1","220.98","1","0","50.8254"
"664","CA-2016-150350","8/23/2016","8/30/2016","Standard Class","MS-17770","Maxwell Schwartz","Consumer","United States","Seattle","Washington","98105","West","FUR-CH-10001973","Furniture","2","532.704","6","0.2","-39.9528"
"665","CA-2015-121720","6/11/2015","6/12/2015","First Class","JE-15610","Jim Epp","Corporate","United States","Lakeland","Florida","33801","South","FUR-CH-10003312","Furniture","2","1123.92","5","0.2","-182.637"
"666","CA-2015-121720","6/11/2015","6/12/2015","First Class","JE-15610","Jim Epp","Corporate","United States","Lakeland","Florida","33801","South","FUR-FU-10003464","Furniture","4","48.672","3","0.2","7.3008"
"667","CA-2014-136399","12/16/2014","12/17/2014","First Class","CC-12100","Chad Cunningham","Home Office","United States","Los Angeles","California","90049","West","FUR-FU-10004090","Furniture","4","44.46","2","0","14.6718"
"668","CA-2014-136399","12/16/2014","12/17/2014","First Class","CC-12100","Chad Cunningham","Home Office","United States","Los Angeles","California","90049","West","FUR-CH-10002602","Furniture","2","241.568","2","0.2","18.1176"
"669","CA-2014-107916","8/24/2014","8/26/2014","First Class","JP-15460","Jennifer Patt","Corporate","United States","Oceanside","New York","11572","East","FUR-FU-10004586","Furniture","4","13.28","2","0","6.3744"
"670","CA-2017-164168","11/12/2017","11/18/2017","Standard Class","LS-16975","Lindsay Shagiari","Home Office","United States","Dallas","Texas","75081","Central","FUR-FU-10001756","Furniture","4","22.848","3","0.6","-17.7072"
"671","US-2016-148110","9/5/2016","9/11/2016","Standard Class","AR-10825","Anthony Rawles","Corporate","United States","Austin","Texas","78745","Central","FUR-CH-10002647","Furniture","2","347.802","7","0.3","-24.843"
"672","CA-2017-131828","2/11/2017","2/13/2017","Second Class","CS-11845","Cari Sayre","Corporate","United States","Seattle","Washington","98105","West","FUR-CH-10004495","Furniture","2","963.136","4","0.2","108.3528"
"673","CA-2015-147830","12/15/2015","12/18/2015","First Class","NF-18385","Natalie Fritzler","Consumer","United States","Newark","Ohio","43055","East","FUR-FU-10004091","Furniture","4","262.864","7","0.2","69.0018"
"674","CA-2015-139584","8/24/2015","8/28/2015","Standard Class","EM-13810","Eleni McCrary","Corporate","United States","New York City","New York","10009","East","FUR-TA-10001539","Furniture","3","284.364","2","0.4","-75.8304"
"675","CA-2016-146682","10/29/2016","10/31/2016","First Class","KW-16435","Katrina Willman","Consumer","United States","Lansing","Michigan","48911","Central","FUR-FU-10002671","Furniture","4","67","5","0","32.16"
"676","CA-2016-138695","5/28/2016","6/3/2016","Standard Class","KC-16675","Kimberly Carter","Corporate","United States","Tallahassee","Florida","32303","South","FUR-CH-10003833","Furniture","2","390.272","8","0.2","-24.392"
"677","US-2016-133879","3/21/2016","3/28/2016","Standard Class","KT-16465","Kean Takahito","Consumer","United States","Chicago","Illinois","60623","Central","FUR-CH-10000665","Furniture","2","528.43","5","0.3","0"
"678","US-2017-132059","9/23/2017","9/29/2017","Standard Class","AP-10915","Arthur Prichep","Consumer","United States","Fort Collins","Colorado","80525","West","FUR-BO-10001811","Furniture","1","180.588","2","0.7","-240.784"
"679","CA-2017-105235","12/5/2017","12/11/2017","Standard Class","SM-20950","Suzanne McNair","Corporate","United States","New York City","New York","10011","East","FUR-FU-10001487","Furniture","4","20.94","3","0","6.0726"
"680","CA-2017-105235","12/5/2017","12/11/2017","Standard Class","SM-20950","Suzanne McNair","Corporate","United States","New York City","New York","10011","East","FUR-FU-10000521","Furniture","4","58.68","2","0","18.1908"
"681","CA-2014-164224","5/18/2014","5/20/2014","Second Class","TT-21070","Ted Trevino","Consumer","United States","Akron","Ohio","44312","East","FUR-FU-10000308","Furniture","4","149.232","3","0.2","3.7308"
"682","CA-2014-158372","11/10/2014","11/16/2014","Standard Class","RD-19900","Ruben Dartt","Consumer","United States","San Diego","California","92037","West","FUR-FU-10000397","Furniture","4","39.88","2","0","11.1664"
"683","CA-2014-158372","11/10/2014","11/16/2014","Standard Class","RD-19900","Ruben Dartt","Consumer","United States","San Diego","California","92037","West","FUR-FU-10001867","Furniture","4","53.2","5","0","14.896"
"684","CA-2017-131625","9/1/2017","9/5/2017","Second Class","BN-11515","Bradley Nguyen","Consumer","United States","New York City","New York","10009","East","FUR-FU-10004960","Furniture","4","114.9","5","0","39.066"
"685","CA-2016-140746","1/15/2016","1/15/2016","Same Day","RC-19825","Roy Collins","Consumer","United States","Fairfield","Connecticut","6824","East","FUR-TA-10002903","Furniture","3","181.797","1","0.3","-15.5826"
"686","US-2016-127971","11/20/2016","11/27/2016","Standard Class","DW-13195","David Wiener","Corporate","United States","Houston","Texas","77095","Central","FUR-CH-10003774","Furniture","2","318.43","5","0.3","-77.333"
"687","US-2016-127971","11/20/2016","11/27/2016","Standard Class","DW-13195","David Wiener","Corporate","United States","Houston","Texas","77095","Central","FUR-FU-10000023","Furniture","4","7.068","3","0.6","-2.8272"
"688","CA-2017-113355","12/1/2017","12/5/2017","Standard Class","SJ-20215","Sarah Jordon","Consumer","United States","Grand Prairie","Texas","75051","Central","FUR-CH-10002602","Furniture","2","317.058","3","0.3","-18.1176"
"689","CA-2016-159730","9/17/2016","9/21/2016","Standard Class","SJ-20125","Sanjit Jacobs","Home Office","United States","Seattle","Washington","98103","West","FUR-CH-10004875","Furniture","2","113.888","2","0.2","9.9652"
"690","CA-2017-119389","4/17/2017","4/19/2017","First Class","BG-11740","Bruce Geld","Consumer","United States","Philadelphia","Pennsylvania","19120","East","FUR-FU-10001473","Furniture","4","60.312","3","0.2","5.2773"
"691","US-2016-161844","12/9/2016","12/14/2016","Second Class","DK-12835","Damala Kotsonis","Corporate","United States","Franklin","Tennessee","37064","South","FUR-TA-10001676","Furniture","3","79.974","3","0.4","-29.3238"
"692","CA-2015-146038","2/9/2015","2/16/2015","Standard Class","SJ-20215","Sarah Jordon","Consumer","United States","Los Angeles","California","90049","West","FUR-CH-10002774","Furniture","2","203.92","5","0.2","22.941"
"693","CA-2014-159478","9/30/2014","10/6/2014","Standard Class","MH-17785","Maya Herman","Corporate","United States","New York City","New York","10035","East","FUR-FU-10000221","Furniture","4","15.24","3","0","5.1816"
"694","CA-2014-106264","12/26/2014","12/30/2014","Standard Class","CK-12595","Clytie Kelty","Consumer","United States","San Diego","California","92024","West","FUR-FU-10001852","Furniture","4","3.48","2","0","1.1136"
"695","US-2014-159926","11/18/2014","11/22/2014","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Philadelphia","Pennsylvania","19140","East","FUR-FU-10001473","Furniture","4","60.312","3","0.2","5.2773"
"696","CA-2016-162747","3/20/2016","3/25/2016","Second Class","AH-10030","Aaron Hawkins","Corporate","United States","Gulfport","Mississippi","39503","South","FUR-FU-10003691","Furniture","4","86.45","7","0","38.038"
"697","US-2014-133130","9/27/2014","10/1/2014","Standard Class","TH-21100","Thea Hendricks","Consumer","United States","San Diego","California","92037","West","FUR-CH-10002602","Furniture","2","603.92","5","0.2","45.294"
"698","CA-2017-169978","12/24/2017","12/28/2017","Standard Class","HG-15025","Hunter Glantz","Consumer","United States","Oceanside","New York","11572","East","FUR-CH-10002602","Furniture","2","271.764","2","0.1","48.3136"
"699","CA-2017-161739","11/10/2017","11/15/2017","Second Class","EB-13750","Edward Becker","Corporate","United States","Round Rock","Texas","78664","Central","FUR-FU-10001468","Furniture","4","341.96","5","0.6","-427.45"
"700","CA-2014-134551","12/20/2014","12/25/2014","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Columbia","Tennessee","38401","South","FUR-CH-10004287","Furniture","2","662.88","3","0.2","74.574"
"701","CA-2015-120810","7/23/2015","7/27/2015","Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","New York City","New York","10009","East","FUR-FU-10002253","Furniture","4","128.82","3","0","50.2398"
"702","CA-2017-122595","12/14/2017","12/20/2017","Standard Class","GM-14455","Gary Mitchum","Home Office","United States","Chicago","Illinois","60653","Central","FUR-FU-10002963","Furniture","4","2.032","1","0.6","-1.3208"
"703","US-2017-109253","8/21/2017","8/22/2017","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","FUR-FU-10000193","Furniture","4","129.92","4","0","10.3936"
"704","US-2017-109253","8/21/2017","8/22/2017","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","FUR-TA-10001539","Furniture","3","568.728","3","0.2","28.4364"
"705","CA-2016-145982","8/27/2016","9/1/2016","Second Class","TB-21055","Ted Butterfield","Consumer","United States","Quincy","Massachusetts","2169","East","FUR-TA-10001307","Furniture","3","244.615","1","0.3","20.967"
"706","US-2014-134733","9/23/2014","9/28/2014","Standard Class","BM-11650","Brian Moss","Corporate","United States","San Diego","California","92037","West","FUR-BO-10002916","Furniture","1","435.999","3","0.15","20.5176"
"707","US-2014-150434","7/19/2014","7/24/2014","Standard Class","CA-12310","Christine Abelman","Corporate","United States","Bristol","Connecticut","6010","East","FUR-TA-10004152","Furniture","3","70.56","1","0.3","-4.032"
"708","US-2015-142020","6/4/2015","6/8/2015","Second Class","TC-21535","Tracy Collins","Home Office","United States","New York City","New York","10024","East","FUR-FU-10000672","Furniture","4","35.28","3","0","11.9952"
"709","CA-2016-130050","7/16/2016","7/18/2016","Second Class","MC-17425","Mark Cousins","Corporate","United States","Houston","Texas","77036","Central","FUR-FU-10001940","Furniture","4","9.552","3","0.6","-3.8208"
"710","CA-2014-115161","1/31/2014","2/2/2014","First Class","LC-17050","Liz Carlisle","Consumer","United States","Mission Viejo","California","92691","West","FUR-BO-10003966","Furniture","1","290.666","2","0.15","3.4196"
"711","CA-2015-115511","11/21/2015","11/25/2015","Standard Class","NW-18400","Natalie Webber","Consumer","United States","Las Vegas","Nevada","89115","West","FUR-BO-10002598","Furniture","1","141.96","2","0","41.1684"
"712","CA-2015-161718","12/4/2015","12/10/2015","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Hempstead","New York","11550","East","FUR-FU-10002445","Furniture","4","28.44","3","0","11.376"
"713","CA-2015-161718","12/4/2015","12/10/2015","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Hempstead","New York","11550","East","FUR-CH-10002372","Furniture","2","364.41","5","0.1","8.098"
"714","CA-2015-161718","12/4/2015","12/10/2015","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Hempstead","New York","11550","East","FUR-CH-10002965","Furniture","2","361.764","2","0.1","68.3332"
"715","CA-2017-103156","11/23/2017","11/24/2017","First Class","TD-20995","Tamara Dahlen","Consumer","United States","Philadelphia","Pennsylvania","19120","East","FUR-FU-10000320","Furniture","4","24.048","9","0.2","7.2144"
"716","CA-2015-130659","12/4/2015","12/9/2015","Second Class","MS-17365","Maribeth Schnelling","Consumer","United States","New York City","New York","10035","East","FUR-CH-10003535","Furniture","2","384.174","7","0.1","29.8802"
"717","CA-2017-148404","10/7/2017","10/11/2017","Standard Class","Dp-13240","Dean percer","Home Office","United States","Charlotte","North Carolina","28205","South","FUR-TA-10001039","Furniture","3","154.764","3","0.4","-36.1116"
"718","CA-2015-129700","5/4/2015","5/5/2015","First Class","LA-16780","Laura Armstrong","Corporate","United States","Tinley Park","Illinois","60477","Central","FUR-FU-10001940","Furniture","4","22.288","7","0.6","-8.9152"
"719","CA-2017-168739","5/29/2017","6/5/2017","Standard Class","HZ-14950","Henia Zydlo","Consumer","United States","Houston","Texas","77095","Central","FUR-FU-10003919","Furniture","4","65.424","4","0.6","-52.3392"
"720","US-2014-150119","4/23/2014","4/27/2014","Standard Class","LB-16795","Laurel Beltran","Home Office","United States","Columbus","Ohio","43229","East","FUR-CH-10002965","Furniture","2","281.372","2","0.3","-12.0588"
"721","US-2014-150119","4/23/2014","4/27/2014","Standard Class","LB-16795","Laurel Beltran","Home Office","United States","Columbus","Ohio","43229","East","FUR-CH-10002965","Furniture","2","281.372","2","0.3","-12.0588"
"722","US-2014-150119","4/23/2014","4/27/2014","Standard Class","LB-16795","Laurel Beltran","Home Office","United States","Columbus","Ohio","43229","East","FUR-FU-10002191","Furniture","4","22.336","4","0.2","7.8176"
"723","CA-2015-150791","9/6/2015","9/13/2015","Standard Class","CC-12430","Chuck Clark","Home Office","United States","New York City","New York","10024","East","FUR-CH-10000665","Furniture","2","271.764","2","0.1","60.392"
"724","CA-2015-153381","9/24/2015","9/28/2015","Standard Class","DE-13255","Deanra Eno","Home Office","United States","Dubuque","Iowa","52001","Central","FUR-CH-10000988","Furniture","2","1408.1","10","0","394.268"
"725","US-2017-111024","7/3/2017","7/6/2017","Second Class","SZ-20035","Sam Zeldin","Home Office","United States","Lancaster","Ohio","43130","East","FUR-TA-10002041","Furniture","3","215.148","2","0.4","-103.9882"
"726","CA-2017-148264","12/8/2017","12/9/2017","First Class","LF-17185","Luke Foster","Consumer","United States","Inglewood","California","90301","West","FUR-FU-10002703","Furniture","4","128.9","2","0","15.468"
"727","US-2015-100531","9/27/2015","9/29/2015","First Class","NM-18520","Neoma Murray","Consumer","United States","Chicago","Illinois","60610","Central","FUR-FU-10003849","Furniture","4","24.288","3","0.6","-12.7512"
"728","CA-2017-152583","10/30/2017","10/30/2017","Same Day","RA-19945","Ryan Akin","Consumer","United States","Dallas","Texas","75217","Central","FUR-FU-10003849","Furniture","4","16.192","2","0.6","-8.5008"
"729","CA-2017-152583","10/30/2017","10/30/2017","Same Day","RA-19945","Ryan Akin","Consumer","United States","Dallas","Texas","75217","Central","FUR-TA-10002041","Furniture","3","251.006","2","0.3","-68.1302"
"730","CA-2017-136448","9/16/2017","9/18/2017","First Class","AS-10090","Adam Shillingsburg","Consumer","United States","Philadelphia","Pennsylvania","19143","East","FUR-FU-10003832","Furniture","4","22.512","3","0.2","2.2512"
"731","US-2015-147242","9/10/2015","9/14/2015","Standard Class","EH-13765","Edward Hooks","Corporate","United States","Revere","Massachusetts","2151","East","FUR-BO-10004695","Furniture","1","361.96","2","0","83.2508"
"732","CA-2016-146143","12/14/2016","12/19/2016","Standard Class","MC-17845","Michael Chen","Consumer","United States","Jackson","Mississippi","39212","South","FUR-FU-10002045","Furniture","4","133.38","6","0","58.6872"
"733","US-2016-150035","12/1/2016","12/5/2016","Standard Class","CL-11890","Carl Ludwig","Consumer","United States","San Francisco","California","94122","West","FUR-FU-10003724","Furniture","4","16.74","2","0","4.3524"
"734","CA-2017-111815","3/3/2017","3/10/2017","Standard Class","EP-13915","Emily Phan","Consumer","United States","Dearborn Heights","Michigan","48127","Central","FUR-CH-10000785","Furniture","2","180.98","1","0","47.0548"
"735","CA-2016-131289","12/8/2016","12/14/2016","Standard Class","SP-20620","Stefania Perrino","Corporate","United States","San Francisco","California","94110","West","FUR-TA-10003954","Furniture","3","1421.664","6","0.2","-195.4788"
"736","CA-2014-124023","4/7/2014","4/10/2014","First Class","PJ-19015","Pauline Johnson","Consumer","United States","Mobile","Alabama","36608","South","FUR-FU-10004415","Furniture","4","8.96","2","0","2.7776"
"737","CA-2014-124688","8/27/2014","8/29/2014","First Class","CC-12610","Corey Catlett","Corporate","United States","Springfield","Virginia","22153","South","FUR-FU-10002456","Furniture","4","29.12","4","0","12.5216"
"738","CA-2014-124688","8/27/2014","8/29/2014","First Class","CC-12610","Corey Catlett","Corporate","United States","Springfield","Virginia","22153","South","FUR-TA-10003569","Furniture","3","1202.94","3","0","300.735"
"739","CA-2015-157322","7/2/2015","7/6/2015","Standard Class","RH-19600","Rob Haberlin","Consumer","United States","Carol Stream","Illinois","60188","Central","FUR-CH-10004086","Furniture","2","408.422","2","0.3","-5.8346"
"740","CA-2015-157322","7/2/2015","7/6/2015","Standard Class","RH-19600","Rob Haberlin","Consumer","United States","Carol Stream","Illinois","60188","Central","FUR-CH-10003774","Furniture","2","382.116","6","0.3","-92.7996"
"741","CA-2017-142034","9/24/2017","9/28/2017","Standard Class","KB-16240","Karen Bern","Corporate","United States","Saint Cloud","Minnesota","56301","Central","FUR-CH-10000665","Furniture","2","603.92","4","0","181.176"
"742","CA-2016-107328","8/8/2016","8/15/2016","Standard Class","CA-12055","Cathy Armstrong","Home Office","United States","Los Angeles","California","90036","West","FUR-TA-10001932","Furniture","3","513.024","2","0.2","12.8256"
"743","CA-2014-166863","6/20/2014","6/24/2014","Standard Class","SC-20020","Sam Craven","Consumer","United States","Plano","Texas","75023","Central","FUR-BO-10001608","Furniture","1","193.0656","4","0.32","-19.8744"
"744","CA-2017-140326","9/4/2017","9/6/2017","First Class","HW-14935","Helen Wasserman","Corporate","United States","Chicago","Illinois","60653","Central","FUR-BO-10000112","Furniture","1","825.174","9","0.3","-117.882"
"745","CA-2015-124975","6/22/2015","6/25/2015","First Class","MG-17875","Michael Grace","Home Office","United States","Aurora","Illinois","60505","Central","FUR-TA-10002645","Furniture","3","796.425","7","0.5","-525.6405"
"746","CA-2016-157511","9/18/2016","9/20/2016","First Class","SV-20365","Seth Vernon","Consumer","United States","Columbus","Ohio","43229","East","FUR-FU-10002107","Furniture","4","5.352","3","0.2","1.6056"
"747","CA-2016-157511","9/18/2016","9/20/2016","First Class","SV-20365","Seth Vernon","Consumer","United States","Columbus","Ohio","43229","East","FUR-CH-10002647","Furniture","2","99.372","2","0.3","-7.098"
"748","CA-2017-155292","10/30/2017","11/1/2017","First Class","RD-19810","Ross DeVincentis","Home Office","United States","Richmond","Kentucky","40475","South","FUR-CH-10000553","Furniture","2","33.94","1","0","9.1638"
"749","CA-2016-152555","3/29/2016","4/2/2016","Second Class","ME-17320","Maria Etezadi","Home Office","United States","Chicago","Illinois","60653","Central","FUR-CH-10002965","Furniture","2","844.116","6","0.3","-36.1764"
"750","CA-2016-137176","9/9/2016","9/14/2016","Second Class","DB-12910","Daniel Byrd","Home Office","United States","Dallas","Texas","75220","Central","FUR-FU-10003832","Furniture","4","15.008","4","0.6","-12.0064"
"751","CA-2016-104157","7/25/2016","7/29/2016","Standard Class","MT-17815","Meg Tillman","Consumer","United States","Jackson","Mississippi","39212","South","FUR-TA-10004915","Furniture","3","2430.08","8","0","388.8128"
"752","CA-2015-121650","12/10/2015","12/16/2015","Standard Class","KD-16495","Keith Dawkins","Corporate","United States","Jackson","Michigan","49201","Central","FUR-TA-10003569","Furniture","3","801.96","2","0","200.49"
"753","CA-2015-121650","12/10/2015","12/16/2015","Standard Class","KD-16495","Keith Dawkins","Corporate","United States","Jackson","Michigan","49201","Central","FUR-CH-10004289","Furniture","2","191.96","2","0","32.6332"
"754","CA-2014-102869","9/9/2014","9/14/2014","Second Class","LC-17140","Logan Currie","Consumer","United States","Philadelphia","Pennsylvania","19140","East","FUR-FU-10002456","Furniture","4","17.472","3","0.2","5.0232"
"755","CA-2014-159835","11/17/2014","11/24/2014","Standard Class","RB-19330","Randy Bradley","Consumer","United States","Philadelphia","Pennsylvania","19143","East","FUR-CH-10004997","Furniture","2","657.93","5","0.3","-93.99"
"756","CA-2017-112956","8/21/2017","8/27/2017","Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","Columbia","Maryland","21044","East","FUR-FU-10003976","Furniture","4","25.16","2","0","8.5544"
"757","CA-2017-112956","8/21/2017","8/27/2017","Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","Columbia","Maryland","21044","East","FUR-FU-10004960","Furniture","4","91.92","4","0","31.2528"
